age,gender,course,study_hours,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
0.4285714285714284,0,5,0.4597701149425288,1,0.8965517241379312,1,3,1,0,65.8
1.0,1,6,0.4636015325670498,0,0.2241379310344828,0,3,1,0,49.0
0.1428571428571428,2,5,0.4687100893997446,1,0.8620689655172412,1,2,0,2,63.9
0.7142857142857144,2,2,0.40485312899106,1,0.724137931034483,2,0,0,0,49.5
0.8571428571428572,0,1,0.6232439335887612,1,0.9827586206896554,1,4,2,0,61.4
0.8571428571428572,0,6,0.6602809706257982,1,1.0,2,0,1,2,71.9
0.8571428571428572,2,5,0.3039591315453384,1,0.2931034482758621,2,2,1,1,37.1
0.1428571428571428,2,4,0.1468710089399744,1,0.8448275862068965,2,2,2,0,57.0
0.7142857142857144,1,1,1.0000000000000002,1,0.810344827586207,2,2,0,2,100.0
0.5714285714285716,2,4,0.3026819923371648,1,0.1896551724137931,2,4,0,0,40.7
0.4285714285714284,1,2,0.6819923371647509,1,0.5517241379310344,1,2,1,2,72.2
1.0,0,5,0.4572158365261814,0,0.3620689655172414,1,3,0,0,65.4
0.2857142857142856,0,3,0.4853128991060025,0,0.9482758620689654,2,4,2,0,41.8
0.2857142857142856,2,6,0.2094508301404853,1,0.5689655172413793,1,4,2,0,60.9
0.4285714285714284,0,3,0.1174968071519795,1,0.5344827586206896,0,1,1,2,63.5
0.4285714285714284,1,4,0.4661558109833972,1,0.724137931034483,1,2,0,1,69.5
0.4285714285714284,0,1,0.1392081736909323,1,0.689655172413793,2,2,0,2,39.0
0.2857142857142856,1,2,0.7177522349936143,1,0.879310344827586,2,4,2,2,67.9
0.8571428571428572,0,5,0.6922094508301405,1,0.1724137931034483,2,0,2,2,68.1
0.4285714285714284,2,1,0.2886334610472541,1,0.1206896551724138,1,1,0,2,55.4
0.2857142857142856,2,1,0.9731800766283524,1,0.9310344827586208,2,3,2,0,73.1
0.7142857142857144,0,2,0.1098339719029374,1,0.3103448275862069,1,4,2,0,21.4
0.2857142857142856,2,6,0.7190293742017879,1,0.7068965517241378,0,3,0,0,83.5
0.2857142857142856,0,2,0.458492975734355,1,0.724137931034483,1,2,1,0,67.9
0.2857142857142856,0,1,0.8058748403575989,1,0.689655172413793,2,2,0,2,84.0
0.4285714285714284,0,1,0.3524904214559387,1,0.5517241379310344,0,1,1,2,48.5
0.7142857142857144,1,4,0.8045977011494253,1,0.1896551724137931,2,2,0,2,72.7
0.2857142857142856,2,4,0.6577266922094509,1,0.1896551724137931,2,2,2,2,69.9
0.4285714285714284,1,6,0.160919540229885,1,0.6551724137931035,0,4,1,1,55.9
0.4285714285714284,0,6,0.7994891443167305,1,0.9827586206896554,0,2,2,1,84.6
0.4285714285714284,1,2,0.9208173690932312,1,0.9482758620689654,1,0,0,1,100.0
0.8571428571428572,0,6,0.3780332056194125,0,0.086206896551724,0,0,1,2,53.2
0.2857142857142856,1,1,0.6692209450830141,1,0.2241379310344828,0,1,2,2,75.7
0.7142857142857144,1,1,0.0217113665389527,1,0.4482758620689656,0,3,1,0,31.9
0.4285714285714284,0,4,0.2286079182630907,1,0.3275862068965517,0,1,2,2,54.3
0.4285714285714284,2,5,0.5644955300127713,1,0.1551724137931035,1,2,1,2,62.2
0.2857142857142856,2,6,0.70242656449553,1,0.086206896551724,0,0,2,2,76.3
0.7142857142857144,0,3,0.8863346104725415,0,1.0,1,4,1,2,93.8
0.2857142857142856,1,4,0.438058748403576,1,0.3103448275862069,2,0,0,2,60.8
0.8571428571428572,0,4,0.5146871008939975,1,0.2068965517241379,1,1,0,0,69.1
0.8571428571428572,0,3,0.7215836526181354,0,1.0,0,3,1,0,72.9
0.5714285714285716,1,1,0.3601532567049808,1,0.086206896551724,1,2,1,2,64.7
0.1428571428571428,1,6,0.0114942528735632,1,0.9310344827586208,0,4,1,2,49.1
0.2857142857142856,1,4,0.9246487867177524,0,0.879310344827586,1,1,2,2,85.5
0.2857142857142856,0,5,0.1277139208173691,1,0.0517241379310345,1,1,0,1,59.1
0.7142857142857144,2,5,0.933588761174968,1,0.3448275862068964,0,2,1,0,83.3
0.8571428571428572,2,6,0.7381864623243933,1,0.2931034482758621,1,3,1,2,70.8
0.1428571428571428,0,2,0.7139208173690932,1,0.2413793103448276,0,4,0,0,53.6
1.0,2,4,0.8646232439335887,1,0.1551724137931035,0,2,0,2,65.4
0.2857142857142856,0,4,0.5925925925925926,1,0.9655172413793102,2,0,2,0,66.7
0.5714285714285716,1,6,0.1902937420178799,1,0.9482758620689654,0,4,2,1,53.3
1.0,2,2,0.8199233716475095,1,0.9482758620689654,1,3,1,0,86.3
0.2857142857142856,2,4,0.3690932311621967,1,0.3103448275862069,2,3,0,0,57.2
0.5714285714285716,2,5,0.1634738186462324,1,0.6034482758620688,1,4,0,0,53.3
1.0,2,5,0.5389527458492975,1,0.879310344827586,1,4,2,2,77.2
0.1428571428571428,0,1,0.2707535121328225,0,0.7758620689655172,0,0,1,2,42.5
1.0,2,2,0.003831417624521,1,0.3275862068965517,2,1,2,0,28.0
0.5714285714285716,1,6,0.4125159642401022,1,0.1206896551724138,0,0,2,2,78.0
0.4285714285714284,1,5,0.5734355044699873,1,0.103448275862069,0,1,2,2,86.2
0.2857142857142856,1,6,0.7509578544061303,1,0.1206896551724138,1,2,1,2,73.9
0.8571428571428572,1,2,0.6436781609195402,1,0.1379310344827587,2,2,0,2,54.5
0.7142857142857144,0,5,0.6819923371647509,1,0.0689655172413793,2,0,2,2,47.8
1.0,2,3,0.4636015325670498,0,0.7758620689655172,1,3,1,2,80.0
0.1428571428571428,1,3,0.0970625798212005,1,0.1896551724137931,2,3,0,0,61.5
0.1428571428571428,2,4,0.656449553001277,0,0.4137931034482759,1,2,0,1,96.0
0.7142857142857144,0,2,0.2222222222222222,0,0.3965517241379311,1,4,2,2,65.9
0.8571428571428572,2,2,0.0791826309067688,1,0.4137931034482759,2,2,1,2,31.3
0.2857142857142856,2,1,0.4035759897828864,1,0.913793103448276,0,4,2,1,68.8
0.4285714285714284,0,2,0.0472541507024265,1,0.9482758620689654,1,3,2,0,53.5
0.1428571428571428,0,6,0.8505747126436781,1,0.8275862068965517,0,0,0,2,78.1
0.2857142857142856,1,1,0.0472541507024265,1,0.810344827586207,0,1,0,2,42.9
1.0,2,4,0.5466155810983397,1,0.7758620689655172,0,4,0,2,76.0
0.2857142857142856,1,4,0.0842911877394635,1,0.913793103448276,0,2,2,0,69.5
0.4285714285714284,2,5,0.0625798212005108,1,0.8275862068965517,0,4,1,2,38.1
0.1428571428571428,1,2,0.2196679438058748,1,0.8965517241379312,1,3,0,2,80.9
0.8571428571428572,0,6,0.5172413793103448,1,0.4482758620689656,0,2,0,2,64.6
1.0,1,5,0.2681992337164751,0,0.0344827586206897,2,3,2,2,32.1
0.4285714285714284,2,6,0.9553001277139208,0,0.9655172413793102,1,2,2,2,87.0
0.2857142857142856,2,2,0.4891443167305236,1,0.086206896551724,1,2,0,2,59.1
0.1428571428571428,1,3,0.1136653895274585,0,0.879310344827586,0,0,1,2,63.8
0.4285714285714284,2,5,0.7598978288633461,1,0.8620689655172412,1,3,0,1,61.3
0.2857142857142856,2,1,0.1954022988505747,1,0.4827586206896553,0,1,0,0,32.0
1.0,0,4,0.2183908045977011,1,0.3275862068965517,1,4,2,2,37.3
1.0,2,5,0.243933588761175,0,0.7413793103448277,1,3,2,2,61.9
0.7142857142857144,0,5,0.7624521072796935,1,0.0344827586206897,0,1,1,2,69.7
1.0,0,4,0.6181353767560663,1,0.1206896551724138,1,1,0,2,71.3
0.1428571428571428,2,1,0.2694763729246488,1,0.6034482758620688,1,1,0,1,60.4
0.7142857142857144,2,6,0.1800766283524904,1,0.689655172413793,1,2,2,1,61.6
0.8571428571428572,1,4,0.946360153256705,1,0.2586206896551724,1,0,0,1,87.8
0.4285714285714284,0,6,0.5478927203065134,1,0.1206896551724138,2,3,1,0,67.0
0.2857142857142856,2,5,0.2579821200510856,1,0.8620689655172412,2,3,1,1,38.8
0.8571428571428572,1,5,0.260536398467433,1,0.793103448275862,2,1,2,0,62.6
0.2857142857142856,0,5,0.2669220945083014,1,0.1724137931034483,2,4,1,1,37.0
0.4285714285714284,1,3,0.2899106002554278,1,0.5862068965517241,0,2,0,1,59.2
0.8571428571428572,1,1,0.4597701149425288,1,0.2931034482758621,0,3,2,2,53.1
0.2857142857142856,1,2,0.78544061302682,1,0.8965517241379312,0,0,0,1,84.9
0.1428571428571428,1,1,0.1890166028097062,1,0.879310344827586,1,4,1,2,34.7
0.2857142857142856,0,4,0.7407407407407407,1,0.7413793103448277,1,3,1,2,52.9
1.0,1,3,0.6053639846743295,0,0.5000000000000001,0,2,2,2,70.9
0.1428571428571428,1,5,0.876117496807152,1,0.5000000000000001,2,2,2,2,64.4
0.1428571428571428,2,4,0.5517241379310345,1,0.879310344827586,1,1,2,0,63.1
0.7142857142857144,1,5,0.4623243933588761,1,0.3448275862068964,1,1,2,2,49.7
0.4285714285714284,1,2,0.5606641123882503,1,0.0344827586206897,0,4,0,2,77.2
0.8571428571428572,1,1,0.9144316730523628,1,0.4482758620689656,0,3,2,2,75.2
1.0,1,2,0.4763729246487867,1,0.810344827586207,2,4,2,2,56.2
0.8571428571428572,2,1,0.2043422733077905,1,0.7758620689655172,0,3,1,1,31.0
0.8571428571428572,2,5,0.1430395913154533,0,0.9310344827586208,0,2,2,2,50.3
0.5714285714285716,0,2,0.2298850574712643,1,0.086206896551724,2,1,2,0,38.9
0.4285714285714284,1,2,0.6309067688378033,0,0.2241379310344828,0,4,2,2,61.1
0.2857142857142856,1,5,0.1162196679438059,1,0.3793103448275862,2,2,0,2,50.4
0.2857142857142856,2,5,0.735632183908046,1,0.5689655172413793,2,2,1,1,66.8
0.5714285714285716,0,5,0.2630906768837803,1,0.3103448275862069,1,2,0,0,68.0
0.4285714285714284,0,3,1.0000000000000002,1,0.793103448275862,2,3,2,2,73.8
0.8571428571428572,1,2,0.8837803320561941,1,0.8965517241379312,1,4,0,0,97.6
0.2857142857142856,2,6,0.6206896551724138,1,0.6551724137931035,1,0,1,2,74.9
1.0,0,3,0.2835249042145594,1,0.913793103448276,2,4,2,2,48.8
0.1428571428571428,1,1,0.177522349936143,0,0.3793103448275862,0,1,2,0,25.6
0.4285714285714284,1,2,0.2183908045977011,1,0.2586206896551724,0,1,2,1,44.0
0.5714285714285716,1,3,0.3869731800766283,1,0.6379310344827586,2,2,2,1,39.1
0.4285714285714284,2,5,0.970625798212005,1,0.5000000000000001,0,4,1,2,100.0
0.5714285714285716,0,3,0.632183908045977,0,0.879310344827586,0,2,0,2,64.5
0.5714285714285716,0,3,0.6526181353767561,1,0.1379310344827587,1,4,1,2,62.1
0.8571428571428572,0,4,0.8441890166028098,1,0.2068965517241379,0,0,1,0,80.9
0.1428571428571428,2,6,0.636015325670498,1,0.6551724137931035,2,1,0,2,70.5
0.1428571428571428,2,1,0.6219667943805874,1,0.8448275862068965,2,0,2,2,54.2
0.7142857142857144,2,1,0.6577266922094509,1,0.4310344827586206,0,2,2,0,55.5
1.0,2,2,0.4623243933588761,1,0.0517241379310345,1,4,1,2,58.9
0.7142857142857144,0,4,0.0523627075351213,1,0.913793103448276,1,1,2,2,68.7
1.0,0,6,0.9323116219667944,1,0.4310344827586206,2,0,2,0,95.7
1.0,2,5,0.5849297573435505,1,0.086206896551724,0,0,2,2,59.1
0.4285714285714284,2,5,0.1060025542784163,1,0.1206896551724138,0,0,0,1,55.7
0.5714285714285716,2,1,0.7573435504469986,0,0.3275862068965517,1,0,2,1,100.0
1.0,2,4,0.454661558109834,1,0.6724137931034483,0,3,0,0,71.9
0.4285714285714284,0,2,0.3065134099616858,1,0.8448275862068965,1,2,1,2,46.8
0.5714285714285716,2,2,0.3333333333333333,1,0.1896551724137931,0,4,1,2,41.8
0.7142857142857144,2,6,0.6756066411238825,1,0.913793103448276,2,4,1,2,41.8
0.8571428571428572,0,1,0.5006385696040868,1,0.0689655172413793,2,0,0,1,58.0
0.8571428571428572,0,6,0.0613026819923371,0,0.724137931034483,1,2,1,2,55.8
0.5714285714285716,1,2,0.7049808429118773,1,0.3965517241379311,1,4,0,0,93.8
0.8571428571428572,2,3,0.6602809706257982,1,0.2586206896551724,2,3,2,0,48.6
0.4285714285714284,0,3,0.3793103448275862,1,0.2068965517241379,0,1,1,2,55.2
0.7142857142857144,1,1,0.3882503192848021,1,0.3793103448275862,1,3,1,2,51.6
0.7142857142857144,2,4,0.4904214559386973,1,0.9482758620689654,1,2,1,2,61.3
0.4285714285714284,1,5,0.454661558109834,1,0.8965517241379312,1,2,2,1,71.9
0.8571428571428572,1,4,0.0842911877394635,0,0.7068965517241378,2,2,2,0,43.7
0.2857142857142856,1,2,0.123882503192848,0,0.5000000000000001,2,0,0,2,66.6
0.2857142857142856,1,1,0.3639846743295019,1,0.5517241379310344,0,0,0,0,71.7
0.2857142857142856,1,4,1.0000000000000002,1,0.8448275862068965,2,3,1,2,72.0
0.1428571428571428,2,4,0.421455938697318,1,0.0517241379310345,0,0,2,2,57.2
1.0,2,6,0.1954022988505747,1,0.9310344827586208,1,3,0,2,61.2
0.7142857142857144,2,2,0.1340996168582375,1,0.6206896551724138,0,4,0,2,37.0
0.7142857142857144,1,3,0.8863346104725415,1,0.5862068965517241,0,4,0,2,85.1
1.0,0,4,0.2209450830140485,0,0.1206896551724138,2,2,1,2,39.4
1.0,0,5,0.0229885057471264,1,0.4137931034482759,2,0,2,1,56.5
0.8571428571428572,1,2,0.2094508301404853,1,0.103448275862069,2,3,1,2,43.4
0.7142857142857144,0,6,0.7573435504469986,1,0.5172413793103449,2,1,1,2,74.2
0.8571428571428572,2,4,0.2835249042145594,1,0.3275862068965517,1,1,2,0,41.7
1.0,0,2,0.5849297573435505,1,0.8965517241379312,0,2,1,2,63.7
0.2857142857142856,2,1,0.6756066411238825,1,0.086206896551724,0,4,0,1,73.3
0.8571428571428572,1,3,0.0114942528735632,1,0.810344827586207,1,0,0,1,43.1
1.0,0,4,0.2324393358876117,1,0.3275862068965517,1,1,0,2,43.8
0.7142857142857144,2,3,0.4661558109833972,0,0.913793103448276,0,4,1,0,68.1
0.7142857142857144,1,4,0.7037037037037036,1,0.1379310344827587,1,4,1,1,38.8
0.4285714285714284,0,1,0.2707535121328225,1,0.2413793103448276,1,1,1,0,37.2
0.4285714285714284,2,2,0.9629629629629628,0,0.0344827586206897,1,4,2,1,76.3
0.4285714285714284,2,3,0.8646232439335887,0,0.4482758620689656,1,1,2,0,63.9
0.5714285714285716,2,1,0.1034482758620689,1,0.724137931034483,1,1,0,2,49.8
0.7142857142857144,0,3,0.4865900383141763,1,0.0689655172413793,1,4,1,2,56.2
0.5714285714285716,2,2,0.5887611749680716,0,0.8275862068965517,2,4,1,0,70.5
1.0,1,6,0.561941251596424,1,0.9482758620689654,0,0,0,0,87.6
0.8571428571428572,2,4,0.8250319284802043,1,0.0689655172413793,0,0,1,0,100.0
0.7142857142857144,2,2,0.3435504469987229,1,0.5517241379310344,0,1,0,1,45.6
1.0,0,6,0.8735632183908045,1,0.3275862068965517,2,1,2,2,67.9
0.8571428571428572,1,3,0.0012771392081736,1,0.724137931034483,1,4,1,2,19.599
0.1428571428571428,0,6,0.4840357598978289,1,0.724137931034483,1,3,0,0,63.0
0.4285714285714284,2,2,0.6040868454661558,1,0.7586206896551725,1,4,0,2,77.3
0.8571428571428572,2,2,0.7867177522349936,1,0.4482758620689656,1,3,1,0,65.3
0.8571428571428572,1,6,0.7062579821200511,1,0.7586206896551725,0,4,2,2,80.2
1.0,2,6,0.9948914431673052,1,0.086206896551724,2,1,1,0,68.5
1.0,0,5,0.7624521072796935,1,0.3965517241379311,2,1,0,2,90.3
0.2857142857142856,0,1,0.1264367816091954,1,0.7413793103448277,0,3,2,1,32.3
0.8571428571428572,2,5,0.7739463601532567,1,0.4137931034482759,0,2,1,0,80.6
0.8571428571428572,0,2,0.7164750957854407,1,1.0,2,0,2,2,82.9
0.7142857142857144,1,4,0.2286079182630907,1,0.7758620689655172,1,1,2,0,51.1
0.5714285714285716,2,3,0.3652618135376756,1,0.724137931034483,0,0,2,0,58.1
0.8571428571428572,1,3,0.6692209450830141,1,0.4827586206896553,0,0,2,2,86.4
0.5714285714285716,2,6,0.3039591315453384,1,0.4827586206896553,1,2,2,1,71.9
0.4285714285714284,1,5,0.5363984674329502,1,0.6724137931034483,0,1,0,2,71.0
0.4285714285714284,1,4,0.1507024265644955,1,0.3275862068965517,1,0,1,1,68.0
0.8571428571428572,0,2,0.5159642401021711,1,0.4655172413793104,1,3,0,0,45.5
0.4285714285714284,2,5,0.7318007662835249,1,0.4482758620689656,0,3,0,1,62.3
0.8571428571428572,2,2,0.3920817369093231,1,0.1379310344827587,2,2,0,0,49.3
0.5714285714285716,2,5,0.0510855683269476,1,0.0172413793103449,1,2,1,0,58.6
0.1428571428571428,0,3,0.6577266922094509,1,0.4137931034482759,0,2,2,2,70.9
0.1428571428571428,1,3,0.6973180076628352,1,0.6724137931034483,1,2,2,0,75.4
0.4285714285714284,2,3,0.4699872286079182,1,0.810344827586207,0,3,0,0,41.9
0.5714285714285716,1,2,0.7471264367816092,1,0.689655172413793,0,4,2,0,68.6
0.2857142857142856,1,3,0.656449553001277,1,0.6724137931034483,0,0,0,2,63.5
0.1428571428571428,1,6,0.318007662835249,1,0.9827586206896554,2,2,1,2,38.8
0.4285714285714284,2,5,0.5351213282247764,1,0.2068965517241379,1,3,2,0,69.1
0.5714285714285716,1,2,0.1123882503192847,1,0.0344827586206897,2,3,0,2,47.9
0.7142857142857144,2,3,0.5900383141762452,1,0.103448275862069,2,4,0,2,72.5
0.4285714285714284,0,6,0.1864623243933588,1,0.1206896551724138,0,0,2,1,75.3
0.1428571428571428,2,6,0.2809706257982119,0,0.1551724137931035,0,1,0,1,61.2
1.0,1,5,0.9144316730523628,1,0.5344827586206896,0,3,0,2,97.0
0.2857142857142856,1,5,0.859514687100894,1,0.4137931034482759,0,0,2,0,85.9
0.5714285714285716,0,4,0.3001277139208174,1,0.3448275862068964,1,0,2,0,85.6
0.5714285714285716,2,2,0.6985951468710089,1,0.3275862068965517,1,0,2,2,76.9
0.4285714285714284,1,4,0.8812260536398467,1,0.2413793103448276,0,3,0,0,72.9
0.5714285714285716,2,4,0.0510855683269476,1,0.793103448275862,1,3,1,2,27.6
0.5714285714285716,0,4,0.4125159642401022,1,0.4310344827586206,0,3,1,2,51.1
0.5714285714285716,1,3,0.1443167305236271,1,0.6724137931034483,2,4,2,2,34.6
0.5714285714285716,2,5,0.1954022988505747,0,0.1551724137931035,0,3,0,1,49.7
0.2857142857142856,0,1,0.4699872286079182,1,0.3620689655172414,2,0,2,2,43.7
0.5714285714285716,2,1,0.789272030651341,1,0.8620689655172412,1,0,2,0,88.5
0.8571428571428572,2,2,0.8326947637292464,0,0.9827586206896554,0,1,2,0,79.4
0.5714285714285716,0,6,0.7573435504469986,1,0.9482758620689654,1,0,2,0,74.4
0.2857142857142856,0,1,0.1762452107279693,1,0.810344827586207,2,0,1,0,38.4
0.8571428571428572,2,2,0.6641123882503193,1,0.3103448275862069,0,2,0,2,97.8
0.8571428571428572,1,5,0.2452107279693486,1,0.3103448275862069,2,1,0,2,70.8
0.5714285714285716,0,6,0.0191570881226053,1,0.3620689655172414,2,4,2,0,19.599
0.4285714285714284,0,3,0.8735632183908045,1,0.4137931034482759,2,2,2,2,74.8
0.4285714285714284,0,5,0.1954022988505747,1,0.2931034482758621,1,4,1,0,29.3
0.8571428571428572,2,4,0.0523627075351213,1,0.8965517241379312,2,4,1,2,54.0
0.7142857142857144,1,5,0.4533844189016603,1,0.9655172413793102,1,2,1,2,76.1
0.2857142857142856,2,1,0.8109833971902937,1,0.5000000000000001,1,3,1,2,78.5
0.1428571428571428,1,3,0.1455938697318007,1,0.5862068965517241,1,1,0,0,54.1
1.0,0,2,0.4942528735632184,1,0.6034482758620688,1,3,1,1,58.0
0.4285714285714284,2,2,0.2171136653895274,1,0.7068965517241378,2,2,1,2,28.9
0.2857142857142856,1,5,0.2669220945083014,1,0.0689655172413793,1,0,1,2,53.4
0.5714285714285716,2,3,0.3895274584929757,1,0.3103448275862069,2,2,1,2,55.5
0.1428571428571428,1,2,0.384418901660281,1,0.2068965517241379,0,4,1,2,68.7
0.2857142857142856,1,1,0.859514687100894,1,0.6551724137931035,1,1,0,2,99.3
0.4285714285714284,0,6,0.6704980842911877,1,0.5689655172413793,2,1,1,2,45.2
0.4285714285714284,2,6,1.0000000000000002,1,0.5862068965517241,0,3,2,2,71.6
0.1428571428571428,2,3,0.4265644955300128,1,0.1724137931034483,2,3,2,2,42.2
0.1428571428571428,1,1,0.7905491698595146,1,0.5689655172413793,0,3,2,2,63.2
1.0,1,6,0.1736909323116219,1,0.5172413793103449,2,4,2,0,51.0
0.7142857142857144,0,3,0.8237547892720306,1,0.1724137931034483,2,3,1,2,61.5
0.2857142857142856,0,2,0.6679438058748403,1,0.3275862068965517,0,2,2,0,75.0
0.8571428571428572,2,3,0.4980842911877395,1,0.8965517241379312,0,0,1,2,67.8
0.7142857142857144,1,6,0.9974457215836526,0,0.3620689655172414,1,2,2,2,92.6
0.4285714285714284,1,5,0.1085568326947637,1,0.4655172413793104,2,2,1,2,35.1
0.8571428571428572,1,4,0.8122605363984675,1,0.4827586206896553,1,1,2,2,80.9
0.7142857142857144,2,4,0.0063856960408684,0,0.913793103448276,1,4,1,2,45.0
0.2857142857142856,1,4,0.950191570881226,1,0.3965517241379311,0,2,0,0,100.0
1.0,0,1,0.0051085568326947,1,0.6034482758620688,0,0,0,2,51.2
1.0,0,5,0.1634738186462324,0,0.8965517241379312,1,1,2,0,69.5
0.4285714285714284,0,5,0.0012771392081736,1,0.5862068965517241,0,4,0,2,33.1
0.2857142857142856,0,3,0.3971902937420179,1,0.1379310344827587,2,3,1,1,31.7
0.5714285714285716,0,4,0.0446998722860791,0,0.8448275862068965,0,4,0,0,48.3
0.8571428571428572,1,2,0.4367816091954023,0,0.6551724137931035,1,2,0,1,64.4
0.4285714285714284,2,2,0.3908045977011494,1,0.7068965517241378,0,1,2,2,36.7
0.7142857142857144,1,6,0.6194125159642401,1,1.0,2,1,0,1,65.8
0.2857142857142856,0,6,0.5798212005108556,1,0.1896551724137931,2,1,1,0,49.0
0.5714285714285716,0,2,0.558109833971903,1,0.8965517241379312,0,4,2,2,69.1
0.7142857142857144,1,6,0.9782886334610472,1,0.1379310344827587,2,0,1,2,93.1
0.7142857142857144,0,3,0.7918263090676884,1,0.5862068965517241,2,1,1,2,75.3
1.0,1,1,0.8071519795657727,1,0.5862068965517241,1,1,0,2,71.8
0.8571428571428572,2,6,0.7803320561941252,1,0.1206896551724138,1,3,1,2,76.7
0.5714285714285716,0,6,0.0970625798212005,1,0.8965517241379312,1,4,1,0,43.0
0.2857142857142856,2,6,0.0957854406130268,1,0.7068965517241378,1,3,0,0,57.0
0.5714285714285716,2,1,0.970625798212005,1,0.7586206896551725,0,1,2,0,79.6
0.5714285714285716,2,5,0.2579821200510856,1,0.2413793103448276,2,0,1,0,49.9
0.7142857142857144,2,2,0.6998722860791825,1,0.4137931034482759,1,3,2,2,61.8
0.4285714285714284,2,6,0.946360153256705,1,0.7758620689655172,1,3,2,0,87.4
0.7142857142857144,0,1,0.8812260536398467,1,0.9827586206896554,0,2,0,1,76.1
0.2857142857142856,1,2,0.6168582375478927,1,0.9827586206896554,0,1,2,0,62.0
0.5714285714285716,2,5,0.9859514687100892,1,0.7413793103448277,0,1,0,1,95.3
1.0,2,1,0.0676883780332056,1,0.3448275862068964,2,0,1,0,36.8
1.0,2,4,1.0000000000000002,1,0.6379310344827586,2,2,2,1,78.2
0.4285714285714284,0,4,0.3575989782886334,1,0.913793103448276,2,1,1,2,59.5
0.8571428571428572,0,6,0.4878671775223499,0,0.9310344827586208,2,1,2,2,66.1
0.2857142857142856,0,3,0.3563218390804598,1,0.5000000000000001,1,4,1,0,75.4
0.2857142857142856,0,5,0.6040868454661558,1,0.6034482758620688,0,3,2,2,70.6
1.0,2,2,0.9578544061302682,0,0.1896551724137931,2,4,0,0,83.9
0.7142857142857144,2,2,0.5989782886334609,1,1.0,1,4,2,2,84.9
0.7142857142857144,2,2,0.7701149425287357,1,0.8620689655172412,1,2,0,0,100.0
0.7142857142857144,2,5,0.722860791826309,0,0.2931034482758621,1,3,0,1,69.9
0.1428571428571428,1,1,0.4904214559386973,0,0.086206896551724,1,3,0,2,76.4
0.8571428571428572,1,2,0.8876117496807152,1,0.8965517241379312,0,4,1,2,72.3
1.0,0,3,0.6909323116219668,1,0.9482758620689654,1,2,2,2,77.4
0.2857142857142856,1,3,0.1315453384418902,1,0.2758620689655173,0,1,0,0,24.5
0.5714285714285716,1,2,0.2375478927203065,1,1.0,0,4,2,0,44.1
0.5714285714285716,1,4,0.9489144316730524,0,0.103448275862069,2,0,0,0,75.0
