age,study_hours,class_attendance,sleep_hours,facility_rating,exam_difficulty,exam_score,gender_male,gender_other,course_b.sc,course_b.tech,course_ba,course_bba,course_bca,course_diploma,internet_access_yes,study_method_group study,study_method_mixed,study_method_online videos,study_method_self-study
0.8571428571428572,0.7126436781609196,0.1700680272108843,0.0,1,1,37.8,False,True,False,False,False,False,True,False,False,False,False,False,True
0.4285714285714284,0.2120051085568327,0.6309523809523809,0.2931034482758621,0,1,19.599,False,True,False,False,True,False,False,False,True,False,False,True,False
1.0,0.8952745849297573,0.7874149659863945,0.879310344827586,2,1,92.3,False,True,True,False,False,False,False,False,True,False,False,True,False
0.5714285714285716,0.2196679438058748,0.2278911564625849,0.9827586206896554,1,0,39.3,False,True,False,False,False,False,False,False,True,False,False,False,False
0.4285714285714284,0.561941251596424,0.4642857142857142,0.0344827586206897,0,1,57.9,False,True,False,False,False,False,False,True,True,False,False,True,False
0.1428571428571428,0.9731800766283524,0.3996598639455779,0.8448275862068965,2,1,64.9,False,False,True,False,False,False,False,False,True,False,False,True,False
0.8571428571428572,0.2196679438058748,0.685374149659864,0.1551724137931035,2,1,48.9,False,False,False,True,False,False,False,False,True,False,False,False,True
0.8571428571428572,0.9476372924648788,0.3826530612244896,0.4310344827586206,0,2,80.4,False,False,False,True,False,False,False,False,True,False,True,False,False
0.4285714285714284,0.1800766283524904,0.3962585034013604,0.4137931034482759,1,1,31.9,False,False,False,True,False,False,False,False,True,False,True,False,False
0.1428571428571428,0.9987228607918264,0.4200680272108841,0.4655172413793104,1,1,99.0,False,False,False,False,True,False,False,False,True,False,False,False,False
0.5714285714285716,0.5938697318007663,0.1173469387755101,0.5172413793103449,1,1,59.4,True,False,False,False,False,False,False,True,True,False,True,False,False
0.4285714285714284,0.0089399744572158,0.0119047619047617,0.0344827586206897,0,2,19.599,True,False,False,True,False,False,False,False,True,True,False,False,False
0.8571428571428572,0.876117496807152,0.5459183673469388,1.0,1,2,61.7,False,False,False,False,True,False,False,False,False,False,False,False,True
0.5714285714285716,0.6245210727969348,0.3350340136054419,0.4482758620689656,1,1,55.5,False,False,False,False,True,False,False,False,True,False,False,True,False
0.5714285714285716,0.8250319284802043,0.1105442176870747,0.4137931034482759,0,2,64.1,False,True,False,False,False,False,False,False,True,False,False,False,True
0.7142857142857144,0.2286079182630907,0.1207482993197278,0.8965517241379312,0,0,34.9,False,True,False,False,True,False,False,False,True,False,True,False,False
0.0,0.8952745849297573,0.3520408163265305,0.8448275862068965,0,2,83.0,False,True,False,False,False,False,False,False,True,False,True,False,False
1.0,0.9540229885057472,0.2499999999999999,0.0517241379310345,2,1,100.0,False,False,False,False,False,False,True,False,True,False,False,False,False
0.8571428571428572,0.2349936143039591,0.9098639455782308,0.793103448275862,2,1,41.6,False,False,False,False,True,False,False,False,True,True,False,False,False
1.0,0.9348659003831418,0.8486394557823127,0.6551724137931035,1,2,75.8,False,False,False,False,True,False,False,False,True,False,False,False,True
0.2857142857142856,0.6015325670498084,0.1717687074829931,0.5000000000000001,0,0,55.2,False,True,False,False,False,False,False,True,True,False,False,False,True
0.7142857142857144,0.5044699872286079,0.5238095238095237,0.3275862068965517,0,0,50.7,True,False,False,False,False,False,True,False,True,False,False,False,True
1.0,0.9591315453384418,0.6666666666666665,0.1206896551724138,0,2,69.1,True,False,False,False,False,False,False,True,True,False,False,False,True
0.5714285714285716,0.7458492975734354,0.4506802721088434,0.0517241379310345,1,0,59.6,False,False,False,False,True,False,False,False,True,False,False,False,True
0.2857142857142856,0.2937420178799489,0.95578231292517,0.3103448275862069,1,1,49.3,True,False,False,False,False,True,False,False,True,False,False,False,True
0.8571428571428572,0.3039591315453384,0.5068027210884354,0.2931034482758621,0,2,37.1,False,True,False,False,False,False,True,False,True,False,True,False,False
0.7142857142857144,0.4355044699872286,0.9506802721088434,0.3448275862068964,1,1,65.9,True,False,False,True,False,False,False,False,False,False,True,False,False
0.2857142857142856,0.1711366538952745,0.4642857142857142,0.7413793103448277,2,0,56.4,False,True,False,False,True,False,False,False,True,True,False,False,False
0.5714285714285716,0.1455938697318007,0.7874149659863945,0.5172413793103449,2,1,55.1,False,False,False,False,False,False,False,False,False,False,False,False,True
0.5714285714285716,0.421455938697318,0.6258503401360545,0.8965517241379312,1,1,61.5,True,False,True,False,False,False,False,False,True,True,False,False,False
0.1428571428571428,0.3984674329501916,0.6377551020408161,0.7413793103448277,0,0,52.4,True,False,True,False,False,False,False,False,True,False,True,False,False
0.7142857142857144,0.1519795657726692,0.4727891156462585,0.3793103448275862,0,0,33.3,False,True,False,False,False,False,False,False,True,False,True,False,False
0.7142857142857144,0.0319284802043422,0.0034013605442175,0.6206896551724138,2,2,35.0,True,False,True,False,False,False,False,False,False,True,False,False,False
0.2857142857142856,0.3358876117496807,0.7244897959183672,0.5517241379310344,1,0,50.5,False,True,False,False,False,False,True,False,True,False,True,False,False
0.1428571428571428,0.5300127713920818,0.129251700680272,0.3793103448275862,0,0,41.1,False,False,False,False,False,False,False,False,False,False,True,False,False
0.0,0.2515964240102171,0.3265306122448979,0.0344827586206897,2,2,53.0,False,True,False,True,False,False,False,False,True,True,False,False,False
0.2857142857142856,0.9514687100893996,0.3095238095238094,0.7068965517241378,2,0,81.4,False,True,False,False,False,False,False,True,True,False,False,True,False
0.1428571428571428,0.1111111111111111,0.833333333333333,1.0,0,0,51.9,False,True,False,True,False,False,False,False,True,False,False,False,True
0.0,0.4610472541507024,0.4710884353741496,0.1896551724137931,1,1,56.6,False,True,False,False,False,False,True,False,True,True,False,False,False
1.0,0.6960408684546615,0.9931972789115644,0.2758620689655173,2,1,88.9,False,True,True,False,False,False,False,False,True,True,False,False,False
0.1428571428571428,0.7407407407407407,0.7772108843537413,0.6034482758620688,0,1,67.6,False,True,False,False,False,False,True,False,True,False,True,False,False
1.0,0.7049808429118773,0.8877551020408161,0.103448275862069,1,0,57.1,True,False,False,False,False,True,False,False,False,True,False,False,False
0.4285714285714284,0.7215836526181354,0.2993197278911564,0.5689655172413793,1,1,67.8,True,False,False,False,False,False,False,False,True,False,False,True,False
0.4285714285714284,0.0434227330779054,0.6224489795918366,0.103448275862069,0,1,44.0,True,False,True,False,False,False,False,False,True,False,False,False,False
0.1428571428571428,0.0881226053639846,0.1377551020408163,0.7413793103448277,1,1,44.5,False,False,False,False,False,True,False,False,True,False,False,False,True
0.0,0.4022988505747126,0.2448979591836734,0.103448275862069,2,2,37.6,False,True,False,False,False,False,False,True,True,False,False,False,False
1.0,0.1787994891443167,0.4710884353741496,0.2758620689655173,2,2,48.9,True,False,False,False,False,True,False,False,False,False,True,False,False
0.5714285714285716,0.0421455938697317,0.6173469387755102,0.1896551724137931,1,0,41.8,True,False,False,False,False,False,False,False,True,False,False,False,True
0.7142857142857144,0.5849297573435505,0.1649659863945577,0.7586206896551725,0,1,60.2,True,False,False,False,False,True,False,False,True,True,False,False,False
0.0,0.1098339719029374,0.0561224489795917,0.5689655172413793,0,1,25.5,False,False,True,False,False,False,False,False,True,False,False,False,False
0.8571428571428572,0.3422733077905491,0.3928571428571428,0.8275862068965517,2,0,62.4,False,False,False,False,False,False,False,False,False,False,True,False,False
0.4285714285714284,0.7458492975734354,0.9778911564625848,0.2068965517241379,0,1,73.0,True,False,False,False,False,False,True,False,True,False,False,False,True
0.1428571428571428,0.2196679438058748,0.4880952380952379,0.0517241379310345,0,2,45.3,False,True,False,False,False,False,False,True,True,True,False,False,False
0.7142857142857144,0.8339719029374202,0.2091836734693876,0.3448275862068964,0,1,63.5,False,True,False,False,False,False,False,True,True,False,True,False,False
0.1428571428571428,0.578544061302682,0.4676870748299317,0.6379310344827586,0,0,55.2,True,False,False,False,False,False,False,True,True,True,False,False,False
0.8571428571428572,0.879948914431673,0.8639455782312924,0.2068965517241379,2,1,89.2,False,True,False,False,False,False,False,False,True,False,False,True,False
0.5714285714285716,0.2030651340996168,0.2636054421768706,0.5862068965517241,0,2,31.1,False,False,False,False,False,False,True,False,True,True,False,False,False
0.1428571428571428,0.3103448275862069,0.2721088435374149,0.879310344827586,1,2,54.0,False,True,False,False,False,True,False,False,True,True,False,False,False
0.8571428571428572,0.2490421455938697,0.8486394557823127,0.5172413793103449,0,2,43.9,True,False,False,False,True,False,False,False,True,False,False,False,False
0.2857142857142856,0.0510855683269476,0.8197278911564623,0.913793103448276,2,1,52.4,False,True,False,False,True,False,False,False,False,True,False,False,False
0.5714285714285716,0.4482758620689655,0.2278911564625849,0.5689655172413793,1,2,32.7,False,True,False,False,False,False,True,False,True,False,False,False,True
0.2857142857142856,0.7867177522349936,0.8554421768707483,0.2413793103448276,0,1,69.5,False,True,False,False,False,True,False,False,True,False,False,False,False
0.7142857142857144,0.2056194125159642,0.3197278911564625,0.1551724137931035,2,0,35.4,False,True,True,False,False,False,False,False,True,False,False,True,False
0.5714285714285716,0.0996168582375479,0.8724489795918366,0.5344827586206896,2,0,24.8,False,True,False,False,True,False,False,False,True,False,False,True,False
0.4285714285714284,0.3690932311621967,0.7057823129251699,0.5517241379310344,2,2,57.1,True,False,False,False,False,True,False,False,True,False,False,False,True
0.0,0.5427841634738186,0.4098639455782311,0.3620689655172414,0,0,51.2,True,False,True,False,False,False,False,False,True,False,False,False,True
1.0,0.6602809706257982,0.2891156462585033,0.2758620689655173,1,1,54.4,True,False,False,False,False,False,True,False,True,False,False,True,False
0.0,0.9233716475095785,0.8384353741496597,0.689655172413793,1,2,69.4,False,False,True,False,False,False,False,False,True,False,False,False,True
0.1428571428571428,0.7407407407407407,0.0595238095238094,1.0,1,2,68.4,False,False,False,False,True,False,False,False,True,True,False,False,False
0.4285714285714284,0.1660280970625798,0.6309523809523809,0.8620689655172412,2,1,42.9,False,False,False,False,False,False,True,False,False,False,True,False,False
0.7142857142857144,0.5300127713920818,0.7670068027210883,0.8275862068965517,0,0,91.6,False,True,False,False,True,False,False,False,True,False,False,False,False
0.4285714285714284,0.3499361430395913,0.1649659863945577,0.5689655172413793,0,1,40.9,True,False,False,False,False,False,False,False,True,False,True,False,False
0.7142857142857144,0.7905491698595146,0.727891156462585,0.5000000000000001,2,0,89.4,False,False,False,False,False,False,False,False,False,False,False,False,False
0.1428571428571428,0.1851851851851852,0.9047619047619044,0.0,2,1,57.9,True,False,False,False,False,False,True,False,True,True,False,False,False
1.0,0.8199233716475095,0.032312925170068,0.2241379310344828,1,2,51.2,False,True,False,False,False,False,False,True,True,False,False,True,False
0.5714285714285716,0.6015325670498084,0.714285714285714,0.9310344827586208,0,0,68.0,False,True,False,False,False,False,False,False,False,False,False,False,False
0.2857142857142856,0.9476372924648788,0.4149659863945576,0.0344827586206897,0,0,49.5,False,False,False,False,False,False,False,False,True,True,False,False,False
0.7142857142857144,0.3946360153256705,0.7329931972789114,0.0172413793103449,1,1,43.0,True,False,False,False,False,True,False,False,True,True,False,False,False
0.0,0.3742017879948914,0.4030612244897957,0.6034482758620688,2,0,46.6,False,False,False,False,False,False,False,True,True,False,False,True,False
0.8571428571428572,0.7458492975734354,0.5357142857142856,0.5172413793103449,1,1,73.9,False,False,False,True,False,False,False,False,False,False,True,False,False
0.1428571428571428,0.5504469987228607,0.8707482993197277,0.913793103448276,0,1,46.3,True,False,False,False,False,True,False,False,True,False,False,True,False
0.0,0.3627075351213282,0.5017006802721087,0.7586206896551725,1,0,49.9,True,False,False,False,False,True,False,False,False,False,False,False,False
0.0,0.3243933588761175,0.4795918367346936,0.9310344827586208,1,1,71.4,True,False,False,False,False,False,False,False,True,False,True,False,False
0.4285714285714284,0.5887611749680716,0.7721088435374148,0.7068965517241378,1,0,73.8,False,False,True,False,False,False,False,False,True,False,False,False,False
0.4285714285714284,0.0153256704980842,0.3299319727891154,0.2241379310344828,0,1,19.599,False,True,False,False,False,False,False,False,True,False,False,False,True
0.0,0.1392081736909323,0.5357142857142856,0.5689655172413793,0,0,27.1,True,False,False,False,False,False,True,False,True,False,False,True,False
0.1428571428571428,0.6832694763729246,0.6292517006802718,0.6034482758620688,0,0,68.7,False,True,False,False,False,False,False,False,True,False,False,True,False
0.2857142857142856,0.2209450830140485,0.3384353741496597,0.2413793103448276,2,0,41.8,False,True,False,False,False,False,False,True,True,True,False,False,False
0.5714285714285716,0.3231162196679438,0.9149659863945578,0.810344827586207,2,2,58.0,True,False,False,False,False,False,False,True,True,False,True,False,False
0.4285714285714284,0.6475095785440613,0.3656462585034012,0.6379310344827586,1,2,77.4,False,False,False,False,False,False,False,False,True,True,False,False,False
0.2857142857142856,0.0114942528735632,0.8282312925170066,0.1724137931034483,2,1,41.8,True,False,False,False,False,True,False,False,True,False,False,False,True
1.0,0.7241379310344828,0.2925170068027209,0.9655172413793102,1,0,70.8,False,True,False,False,False,False,False,False,True,False,False,False,True
0.7142857142857144,0.0076628352490421,0.2857142857142856,0.4137931034482759,2,0,47.9,True,False,False,True,False,False,False,False,True,False,False,False,False
0.8571428571428572,0.1417624521072797,0.4642857142857142,0.1724137931034483,1,0,27.1,True,False,False,False,False,False,True,False,False,False,False,False,True
0.8571428571428572,0.8901660280970626,0.3180272108843536,0.793103448275862,1,0,88.1,False,False,False,False,False,False,True,False,True,False,False,True,False
1.0,0.3154533844189016,0.976190476190476,0.9827586206896554,0,1,50.1,False,False,False,False,False,False,True,False,True,False,False,False,False
0.7142857142857144,0.51213282247765,0.5493197278911564,0.9310344827586208,1,1,68.3,True,False,True,False,False,False,False,False,False,False,False,True,False
0.7142857142857144,0.0,0.4030612244897957,0.0172413793103449,1,2,41.6,False,True,False,False,False,False,False,True,True,False,False,False,False
0.5714285714285716,0.0804597701149425,0.0884353741496597,0.103448275862069,1,0,28.3,True,False,True,False,False,False,False,False,True,False,False,False,False
0.0,0.3231162196679438,0.7346938775510201,0.6551724137931035,1,1,51.4,False,True,False,False,False,False,False,True,True,False,False,True,False
1.0,0.3767560664112388,0.2312925170068026,0.4655172413793104,0,2,32.9,True,False,False,False,True,False,False,False,True,False,False,False,True
0.5714285714285716,0.1060025542784163,0.0238095238095237,0.793103448275862,2,1,45.7,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,0.5836526181353767,0.9200680272108844,0.086206896551724,0,2,44.4,False,False,True,False,False,False,False,False,True,False,False,True,False
0.8571428571428572,0.3703703703703704,0.7755102040816326,0.7413793103448277,1,1,59.7,False,True,False,False,False,False,False,False,True,True,False,False,False
0.4285714285714284,0.1060025542784163,0.9897959183673468,0.8275862068965517,1,1,43.8,True,False,False,False,False,True,False,False,True,False,True,False,False
0.1428571428571428,0.5542784163473818,0.1258503401360543,0.2758620689655173,2,0,52.1,True,False,False,False,False,True,False,False,True,False,False,False,True
0.5714285714285716,0.6002554278416348,0.1445578231292517,0.724137931034483,2,1,61.2,False,False,False,False,False,False,False,False,True,False,False,True,False
0.1428571428571428,0.2464878671775223,0.5544217687074828,0.2241379310344828,1,0,40.3,False,True,False,False,False,True,False,False,True,False,False,True,False
0.8571428571428572,0.8837803320561941,0.979591836734694,0.1379310344827587,1,1,91.0,False,True,False,False,False,False,True,False,True,False,False,True,False
0.8571428571428572,0.5951468710089399,0.5493197278911564,0.8620689655172412,2,1,61.2,True,False,False,False,False,False,True,False,True,False,True,False,False
0.5714285714285716,0.6015325670498084,0.1972789115646258,0.9482758620689654,0,1,70.3,False,True,True,False,False,False,False,False,True,False,False,False,False
0.2857142857142856,0.5057471264367815,0.5629251700680271,0.5689655172413793,1,2,61.6,True,False,False,False,False,False,False,False,True,False,False,False,True
0.8571428571428572,0.3205619412515964,0.5136054421768705,0.5172413793103449,0,1,54.6,False,True,False,False,False,False,False,False,True,False,False,False,True
0.2857142857142856,0.0,0.3962585034013604,0.5862068965517241,1,1,30.6,True,False,False,False,True,False,False,False,True,False,False,False,False
0.8571428571428572,0.0689655172413793,0.357142857142857,0.0517241379310345,1,0,45.7,False,True,False,False,False,False,True,False,True,False,False,False,False
0.1428571428571428,0.6717752234993614,0.0306122448979591,0.2241379310344828,0,0,45.6,False,True,False,True,False,False,False,False,True,False,True,False,False
1.0,0.6985951468710089,0.7993197278911561,0.9482758620689654,0,1,85.8,True,False,False,False,False,True,False,False,True,False,True,False,False
0.1428571428571428,0.9195402298850576,0.8775510204081631,0.913793103448276,1,1,100.0,True,False,False,False,False,True,False,False,True,False,False,True,False
1.0,0.4597701149425288,0.4302721088435375,0.3793103448275862,1,1,61.7,False,False,False,False,False,False,False,True,True,False,False,True,False
0.0,0.5070242656449553,0.0051020408163264,0.4655172413793104,2,1,46.7,False,False,False,False,False,False,True,False,True,True,False,False,False
0.2857142857142856,0.4623243933588761,0.8112244897959182,0.879310344827586,1,1,54.3,False,True,False,False,False,False,False,True,True,False,False,False,True
0.4285714285714284,0.4980842911877395,0.7312925170068025,0.4827586206896553,1,0,64.9,True,False,True,False,False,False,False,False,True,True,False,False,False
0.4285714285714284,0.2592592592592592,0.4659863945578231,0.0689655172413793,2,2,58.4,False,False,False,False,False,False,False,False,True,True,False,False,False
0.5714285714285716,0.4968071519795659,0.0935374149659863,0.3620689655172414,2,2,40.8,True,False,False,False,False,False,False,False,True,False,False,True,False
0.8571428571428572,0.4367816091954023,0.8163265306122447,0.1379310344827587,0,1,50.8,False,False,False,True,False,False,False,False,True,False,False,False,True
0.1428571428571428,0.636015325670498,0.4149659863945576,0.6551724137931035,2,1,70.5,False,True,False,False,False,False,False,True,True,True,False,False,False
0.7142857142857144,0.6206896551724138,0.7721088435374148,0.810344827586207,0,1,60.1,True,False,False,False,False,True,False,False,True,False,False,True,False
0.7142857142857144,0.1494252873563218,0.0561224489795917,0.0517241379310345,1,1,19.599,False,False,False,False,True,False,False,False,True,False,False,True,False
0.8571428571428572,0.8991060025542784,0.4183673469387754,0.3965517241379311,2,2,87.0,False,False,False,False,False,True,False,False,True,False,True,False,False
0.4285714285714284,0.1366538952745849,0.032312925170068,0.2241379310344828,1,2,25.3,False,False,False,True,False,False,False,False,True,False,False,False,False
0.1428571428571428,0.4699872286079182,0.1836734693877549,0.2931034482758621,1,1,45.0,False,True,False,False,False,False,False,True,True,False,False,False,True
0.1428571428571428,0.5006385696040868,0.6649659863945576,0.810344827586207,2,1,63.8,False,True,True,False,False,False,False,False,True,False,False,True,False
0.4285714285714284,0.3984674329501916,0.5493197278911564,0.6551724137931035,0,1,40.5,False,True,False,False,False,False,True,False,True,False,False,False,True
0.2857142857142856,0.1264367816091954,0.792517006802721,0.810344827586207,0,2,51.3,False,True,False,True,False,False,False,False,False,False,False,False,False
0.0,0.1813537675606641,0.9370748299319728,0.3275862068965517,1,1,53.3,True,False,False,False,False,False,True,False,True,False,True,False,False
0.8571428571428572,0.1008939974457215,0.726190476190476,0.2413793103448276,1,1,33.0,False,False,False,False,False,False,True,False,False,False,False,True,False
0.0,0.2822477650063857,0.9047619047619044,0.4827586206896553,2,0,56.9,False,True,False,False,False,False,False,True,True,False,True,False,False
0.4285714285714284,1.0000000000000002,0.3928571428571428,0.9827586206896554,1,0,68.6,True,False,False,False,True,False,False,False,True,False,False,True,False
0.7142857142857144,0.2222222222222222,0.6479591836734693,0.6379310344827586,0,0,43.6,False,True,False,False,True,False,False,False,True,False,False,True,False
0.0,0.2413793103448276,0.8401360544217686,0.7758620689655172,0,1,44.0,True,False,False,True,False,False,False,False,True,False,False,True,False
0.0,0.1379310344827586,0.129251700680272,0.7586206896551725,0,2,42.2,False,True,False,False,True,False,False,False,True,False,False,False,False
0.7142857142857144,0.7956577266922094,0.8214285714285714,0.879310344827586,1,0,64.8,False,True,True,False,False,False,False,False,True,True,False,False,False
0.7142857142857144,0.0638569604086845,0.596938775510204,0.9655172413793102,2,1,59.6,False,False,False,True,False,False,False,False,True,False,True,False,False
0.4285714285714284,0.6807151979565773,0.129251700680272,0.5000000000000001,0,2,56.1,True,False,False,True,False,False,False,False,False,False,False,True,False
1.0,0.5759897828863345,0.1411564625850339,0.6379310344827586,2,1,69.4,False,False,False,False,False,False,False,True,True,False,False,True,False
1.0,0.4342273307790549,0.0867346938775509,0.2241379310344828,2,1,33.8,False,True,False,False,False,False,False,True,True,False,False,True,False
0.1428571428571428,0.4533844189016603,0.889455782312925,0.6551724137931035,2,1,68.3,True,False,True,False,False,False,False,False,True,False,False,False,False
0.4285714285714284,0.992337164750958,0.0714285714285712,0.7586206896551725,0,2,71.5,True,False,False,False,False,False,False,False,True,False,False,False,False
0.4285714285714284,0.6768837803320562,0.6547619047619044,0.5172413793103449,0,2,52.3,False,True,False,False,False,False,False,False,True,True,False,False,False
0.2857142857142856,0.7484035759897829,0.1173469387755101,0.793103448275862,2,1,58.4,False,False,False,False,True,False,False,False,True,True,False,False,False
0.5714285714285716,0.8454661558109834,0.9404761904761904,0.5000000000000001,0,1,67.8,False,True,False,False,True,False,False,False,False,False,False,False,False
0.1428571428571428,0.4367816091954023,0.0493197278911563,0.6034482758620688,1,1,47.2,True,False,True,False,False,False,False,False,True,True,False,False,False
0.0,0.1519795657726692,0.7057823129251699,0.3793103448275862,2,2,41.3,False,True,False,True,False,False,False,False,True,False,False,True,False
0.7142857142857144,0.7739463601532567,0.1326530612244897,0.8965517241379312,0,1,52.4,True,False,False,False,False,False,False,True,True,False,False,True,False
0.7142857142857144,0.8033205619412516,0.5663265306122449,0.8965517241379312,2,2,98.6,True,False,False,False,False,True,False,False,True,False,True,False,False
0.1428571428571428,0.3128991060025543,0.6156462585034013,0.793103448275862,2,1,70.4,True,False,True,False,False,False,False,False,True,False,False,True,False
0.5714285714285716,0.8914431673052362,0.9149659863945578,0.7413793103448277,0,2,87.5,False,True,False,False,False,False,False,False,True,False,False,True,False
0.2857142857142856,0.6538952745849298,0.1887755102040815,0.4137931034482759,0,0,65.4,True,False,False,False,False,False,False,False,False,False,True,False,False
0.7142857142857144,0.9821200510855682,0.8928571428571426,0.5172413793103449,0,0,74.3,False,True,False,False,False,False,True,False,True,True,False,False,False
0.4285714285714284,0.636015325670498,0.5799319727891155,0.3965517241379311,0,1,52.5,True,False,False,True,False,False,False,False,True,True,False,False,False
0.5714285714285716,0.367816091954023,0.2397959183673469,0.7586206896551725,2,1,61.3,True,False,False,False,True,False,False,False,True,False,False,False,True
0.1428571428571428,0.8301404853128991,0.8656462585034013,0.2586206896551724,2,0,100.0,False,True,False,False,False,True,False,False,True,False,True,False,False
0.1428571428571428,0.0025542784163473,0.3299319727891154,0.793103448275862,0,1,29.8,False,True,False,True,False,False,False,False,True,False,True,False,False
0.0,0.1187739463601532,0.0153061224489795,0.5689655172413793,0,1,42.2,True,False,False,False,False,False,False,False,True,False,False,False,True
0.5714285714285716,0.1979565772669221,0.5663265306122449,0.913793103448276,0,2,32.5,True,False,False,True,False,False,False,False,False,False,False,False,True
0.4285714285714284,0.9450830140485312,0.2670068027210883,0.6379310344827586,0,1,77.1,True,False,False,False,True,False,False,False,True,False,True,False,False
1.0,0.4763729246487867,0.8979591836734693,0.1379310344827587,2,0,84.6,False,True,False,False,False,True,False,False,True,True,False,False,False
0.7142857142857144,0.6538952745849298,0.6921768707482991,0.5862068965517241,2,1,79.6,False,True,False,False,False,False,False,False,True,False,True,False,False
0.7142857142857144,0.227330779054917,0.5986394557823127,0.2586206896551724,2,2,53.9,False,False,False,False,True,False,False,False,True,False,False,False,False
0.1428571428571428,0.558109833971903,0.0595238095238094,0.2068965517241379,0,1,30.0,False,False,False,True,False,False,False,False,True,False,False,True,False
