student_id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
4154,24,female,bca,0.2005108556832694,0.16156462585034,yes,0.3620689655172414,average,self-study,high,easy,53.3
7627,18,female,b.com,0.5466155810983397,0.8775510204081631,yes,0.6551724137931035,poor,group study,low,easy,66.5
19009,24,male,bba,0.8454661558109834,0.0221088435374148,yes,0.3793103448275862,average,online videos,medium,moderate,76.2
17025,23,male,b.com,0.6998722860791825,0.8027210884353739,yes,0.8620689655172412,poor,self-study,medium,easy,77.2
11283,17,female,ba,0.1928480204342273,0.7159863945578231,yes,0.9310344827586208,poor,coaching,medium,moderate,56.5
15101,19,female,b.sc,0.0945083014048531,0.6547619047619044,yes,0.9482758620689654,average,mixed,high,moderate,51.1
4443,22,female,ba,0.1392081736909323,0.2534013605442176,yes,0.1551724137931035,poor,mixed,high,moderate,34.6
17742,21,female,bca,0.1468710089399744,0.5374149659863945,yes,0.6551724137931035,good,self-study,high,moderate,40.8
18400,20,female,bca,0.9284802043422732,0.4251700680272106,no,0.1724137931034483,good,coaching,medium,moderate,91.5
9061,22,male,b.com,0.7790549169859514,0.923469387755102,yes,1.0,poor,online videos,medium,moderate,71.0
12152,21,female,b.com,0.2286079182630907,0.4455782312925169,yes,0.2241379310344828,good,group study,high,moderate,55.0
2352,23,female,diploma,0.4393358876117497,0.3486394557823129,yes,0.086206896551724,poor,coaching,high,moderate,45.7
19366,24,female,ba,0.2081736909323116,0.0646258503401359,yes,0.689655172413793,good,self-study,low,moderate,47.2
5338,21,female,b.com,0.1455938697318007,0.7874149659863945,no,0.5172413793103449,poor,self-study,high,moderate,55.1
10970,24,male,b.tech,0.3639846743295019,0.5221088435374148,yes,0.879310344827586,average,self-study,medium,moderate,67.9
6120,19,female,bca,0.9489144316730524,0.9727891156462584,yes,0.3620689655172414,average,online videos,medium,moderate,91.5
2725,23,female,b.com,0.2464878671775223,0.2636054421768706,yes,0.0689655172413793,poor,self-study,medium,moderate,49.4
6591,17,other,b.com,0.8071519795657727,0.443877551020408,no,0.0517241379310345,good,mixed,low,moderate,64.3
7650,22,male,diploma,0.5095785440613027,0.8095238095238093,yes,0.5689655172413793,poor,group study,medium,moderate,58.7
1870,23,female,ba,0.6398467432950191,0.6632653061224487,no,0.3448275862068964,good,mixed,medium,moderate,60.0
16902,24,male,b.com,0.3307790549169859,0.2363945578231291,yes,0.689655172413793,poor,self-study,medium,moderate,50.7
10837,20,male,b.tech,0.0025542784163473,0.4608843537414966,yes,0.724137931034483,poor,mixed,low,hard,27.3
19375,22,other,bba,0.5772669220945083,0.8724489795918366,yes,0.0172413793103449,good,online videos,high,hard,87.9
13295,19,other,b.sc,0.3333333333333333,0.986394557823129,yes,0.5517241379310344,poor,online videos,low,easy,66.4
6423,18,other,b.tech,0.0983397190293741,0.2568027210884352,yes,0.103448275862069,good,mixed,high,moderate,37.0
8165,19,other,bba,0.7458492975734354,0.2517006802721087,yes,0.2413793103448276,poor,self-study,high,moderate,66.7
1200,21,other,ba,0.5389527458492975,0.3316326530612243,no,0.7758620689655172,average,mixed,low,easy,54.8
3166,20,male,diploma,0.177522349936143,0.7993197278911561,yes,0.0689655172413793,poor,online videos,high,moderate,31.6
13882,22,other,b.sc,0.2490421455938697,0.3537414965986394,yes,0.8965517241379312,average,mixed,medium,easy,54.3
14426,22,female,ba,0.7100893997445721,0.7942176870748296,yes,0.8965517241379312,average,self-study,high,moderate,66.5
13845,21,male,b.sc,0.1992337164750957,0.7755102040816326,yes,0.2758620689655173,poor,self-study,medium,easy,35.8
17490,21,female,bca,0.2183908045977011,0.2414965986394556,no,0.4137931034482759,average,self-study,medium,hard,35.1
716,23,female,diploma,0.0613026819923371,0.5867346938775508,no,0.724137931034483,good,mixed,low,moderate,55.8
3636,20,male,bca,0.7100893997445721,0.8741496598639453,yes,0.2586206896551724,poor,self-study,medium,moderate,43.1
12981,19,female,bca,0.6704980842911877,0.2159863945578229,no,0.5517241379310344,poor,coaching,medium,easy,79.0
16509,17,other,bba,0.401021711366539,0.91156462585034,no,0.0,average,mixed,medium,moderate,50.9
13902,21,other,diploma,0.3473818646232439,0.8435374149659862,yes,0.5000000000000001,good,group study,low,moderate,62.4
3703,18,male,bca,0.4329501915708812,0.2499999999999999,yes,0.8620689655172412,poor,mixed,low,moderate,37.8
362,24,other,b.tech,0.003831417624521,0.5238095238095237,yes,0.3275862068965517,poor,group study,medium,easy,28.0
3116,20,other,b.tech,0.5555555555555555,0.7959183673469388,yes,0.9655172413793102,poor,self-study,high,easy,63.8
18879,21,female,b.com,0.6104725415070242,0.1989795918367345,yes,0.6034482758620688,average,mixed,low,moderate,38.1
11757,17,other,bba,0.6743295019157088,0.2006802721088434,yes,0.8965517241379312,average,coaching,high,easy,54.1
4297,20,other,b.com,0.3716475095785441,0.4336734693877548,yes,0.3448275862068964,poor,self-study,medium,hard,72.5
12149,17,male,b.sc,0.7688378033205618,0.0595238095238094,yes,0.8275862068965517,average,mixed,high,moderate,65.9
3490,22,female,ba,0.6283524904214559,1.0,yes,0.3448275862068964,good,mixed,low,easy,77.0
18339,22,female,b.tech,0.6245210727969348,0.6785714285714284,yes,0.724137931034483,poor,group study,low,hard,73.4
4246,19,male,diploma,0.0893997445721583,0.6581632653061222,yes,0.5000000000000001,average,coaching,high,moderate,55.9
3590,24,other,b.com,0.4865900383141763,0.6972789115646256,yes,0.9310344827586208,poor,online videos,low,easy,51.4
2761,18,male,diploma,0.1915708812260536,0.9319727891156462,no,0.4310344827586206,good,mixed,high,moderate,55.5
8658,23,other,ba,0.10727969348659,0.1904761904761903,yes,0.7413793103448277,average,mixed,high,moderate,42.7
11797,20,male,ba,0.6206896551724138,0.1547619047619047,yes,0.9655172413793102,average,mixed,high,easy,72.4
7021,21,female,b.tech,0.0255427841634738,0.7210884353741496,yes,0.0689655172413793,good,online videos,medium,moderate,44.4
1158,23,male,b.tech,0.4367816091954023,0.5391156462585032,no,0.6551724137931035,good,mixed,high,hard,64.4
4825,20,other,b.com,0.2158365261813538,0.4472789115646258,yes,0.5689655172413793,poor,group study,low,easy,59.9
19644,24,male,b.com,0.7343550446998722,0.6683673469387754,yes,0.0172413793103449,poor,coaching,high,easy,82.9
461,22,female,bca,0.7624521072796935,0.41156462585034,yes,0.0344827586206897,average,group study,low,moderate,69.7
14676,20,female,ba,0.5083014048531289,0.6649659863945576,no,0.810344827586207,good,mixed,medium,easy,72.7
17943,23,other,b.tech,0.1583652618135377,0.0884353741496597,yes,0.8448275862068965,good,mixed,high,easy,54.4
6242,18,male,diploma,0.7369093231162196,0.4506802721088434,yes,0.913793103448276,poor,online videos,medium,hard,67.3
292,19,other,bca,0.5095785440613027,0.3180272108843536,yes,0.5000000000000001,good,online videos,low,moderate,52.4
7704,19,female,ba,0.8403575989782887,0.8843537414965983,yes,0.7413793103448277,average,self-study,high,moderate,85.0
10871,19,male,b.tech,0.3588761174968072,0.20578231292517,yes,0.5344827586206896,average,self-study,medium,easy,54.3
6135,22,other,b.tech,0.3537675606641124,0.1071428571428569,yes,0.4482758620689656,good,mixed,low,moderate,38.4
17376,19,other,diploma,0.1430395913154533,0.8503401360544216,yes,0.3965517241379311,good,mixed,medium,hard,40.8
13803,23,female,b.com,1.0000000000000002,0.2840136054421767,yes,0.6379310344827586,good,group study,medium,moderate,92.4
17753,24,male,bca,0.0,0.3401360544217686,yes,0.0,good,online videos,medium,moderate,29.0
6269,19,male,bba,0.3154533844189016,0.5119047619047619,yes,0.810344827586207,good,self-study,medium,easy,69.3
18386,21,female,bba,0.9080459770114944,0.95578231292517,yes,0.7758620689655172,average,self-study,low,moderate,90.8
4326,20,male,b.tech,0.8722860791826309,0.1139455782312923,yes,1.0,poor,self-study,low,moderate,61.7
8597,24,other,b.com,0.5031928480204342,0.5782312925170066,yes,0.879310344827586,good,self-study,high,hard,60.6
14973,20,male,b.sc,0.4061302681992337,0.518707482993197,no,0.724137931034483,good,group study,medium,moderate,54.8
12658,20,male,bba,0.0587484035759897,0.2363945578231291,yes,0.2413793103448276,poor,mixed,low,moderate,36.7
2688,21,male,ba,0.8531289910600255,0.032312925170068,no,0.5172413793103449,poor,coaching,low,hard,60.9
14315,23,male,bca,0.772669220945083,0.7551020408163265,no,0.2586206896551724,good,group study,medium,easy,82.2
18653,20,male,bca,0.8825031928480205,0.3078231292517006,yes,0.4655172413793104,average,coaching,medium,hard,85.8
6247,23,other,b.sc,0.950191570881226,0.5221088435374148,yes,0.2586206896551724,poor,coaching,medium,moderate,94.1
3683,18,male,b.tech,0.558109833971903,0.6836734693877549,yes,0.9827586206896554,average,coaching,medium,hard,69.0
17577,20,male,bca,0.6283524904214559,0.693877551020408,yes,0.2586206896551724,average,self-study,medium,moderate,62.5
13389,19,other,bca,0.5606641123882503,0.3418367346938775,yes,0.1206896551724138,poor,mixed,low,moderate,39.2
2280,22,male,diploma,0.8378033205619412,0.4744897959183671,yes,0.879310344827586,good,mixed,medium,hard,92.8
7649,21,male,ba,0.5070242656449553,0.639455782312925,yes,0.4827586206896553,average,online videos,low,moderate,57.4
