age,class_attendance,sleep_hours,sleep_quality,facility_rating,exam_difficulty,exam_score,gender_male,gender_other,course_b.sc,course_b.tech,course_ba,course_bba,course_bca,course_diploma,internet_access_yes,study_method_group study,study_method_mixed,study_method_online videos,study_method_self-study
0.1428571428571428,0.0816326530612243,0.5862068965517241,2,1,1,85.7,True,False,False,False,False,False,True,False,True,False,False,False,False
0.4285714285714284,0.0765306122448978,0.3448275862068964,2,1,1,57.7,False,True,False,False,False,True,False,False,True,False,False,False,False
0.1428571428571428,0.8299319727891157,0.6379310344827586,0,2,1,61.9,True,False,True,False,False,False,False,False,True,False,False,False,True
0.8571428571428572,0.5272108843537413,0.2586206896551724,0,0,0,58.4,False,True,False,True,False,False,False,False,True,False,True,False,False
0.7142857142857144,0.2329931972789114,0.0344827586206897,2,2,2,63.9,True,False,False,False,False,False,False,False,True,True,False,False,False
1.0,0.8197278911564623,0.6379310344827586,1,0,1,66.9,False,False,False,False,False,False,True,False,True,True,False,False,False
0.5714285714285716,0.1547619047619047,0.7586206896551725,2,1,1,59.9,True,False,False,False,False,False,True,False,True,True,False,False,False
0.7142857142857144,0.2023809523809523,0.913793103448276,0,0,2,47.3,True,False,False,True,False,False,False,False,True,False,False,False,True
0.4285714285714284,1.0,0.0,0,2,0,74.4,True,False,False,False,False,False,False,True,True,False,True,False,False
1.0,0.8299319727891157,0.2931034482758621,0,2,0,69.0,True,False,False,False,False,True,False,False,True,False,False,True,False
0.2857142857142856,0.8401360544217686,0.2931034482758621,0,1,2,67.0,False,True,False,False,False,False,False,True,True,False,False,False,False
0.4285714285714284,0.4625850340136053,0.2931034482758621,1,1,1,74.4,False,False,False,False,True,False,False,False,True,False,True,False,False
0.0,0.2636054421768706,0.8448275862068965,0,0,2,54.7,False,False,False,True,False,False,False,False,True,False,False,False,True
0.0,0.6139455782312924,0.5862068965517241,0,1,1,62.3,False,True,False,False,False,False,False,False,True,False,False,False,True
0.4285714285714284,0.1241496598639454,0.4827586206896553,0,2,1,49.6,False,True,False,False,False,False,True,False,True,False,False,True,False
0.4285714285714284,0.792517006802721,0.086206896551724,0,1,0,61.3,False,False,False,False,True,False,False,False,True,False,True,False,False
0.5714285714285716,0.6683673469387754,0.9482758620689654,1,1,1,64.0,True,False,False,False,False,False,True,False,True,False,False,False,True
0.1428571428571428,0.4234693877551019,0.3793103448275862,2,0,1,55.7,False,True,False,False,False,False,False,True,True,False,False,True,False
0.0,0.4387755102040815,0.9310344827586208,1,1,1,71.0,False,True,False,False,False,False,True,False,True,False,True,False,False
0.5714285714285716,0.1513605442176869,0.793103448275862,0,1,0,62.8,False,False,False,False,False,True,False,False,True,False,False,True,False
0.4285714285714284,0.7125850340136053,0.8620689655172412,2,0,1,67.3,False,True,False,False,False,True,False,False,True,False,False,True,False
0.8571428571428572,0.5391156462585032,0.6551724137931035,2,2,2,64.4,True,False,False,True,False,False,False,False,False,False,True,False,False
1.0,0.75,0.5517241379310344,2,1,1,49.0,False,False,False,False,False,False,False,False,True,False,False,False,True
0.4285714285714284,0.16156462585034,0.3448275862068964,2,2,1,44.1,True,False,False,True,False,False,False,False,True,True,False,False,False
0.8571428571428572,0.5391156462585032,0.5172413793103449,0,2,1,72.6,True,False,False,False,False,True,False,False,True,False,False,False,False
0.1428571428571428,0.4693877551020406,0.8965517241379312,2,0,0,54.4,False,False,False,False,False,False,True,False,True,False,False,False,True
1.0,0.1190476190476189,0.2413793103448276,1,1,1,56.5,False,True,False,False,True,False,False,False,True,False,True,False,False
1.0,0.193877551020408,0.086206896551724,0,0,2,29.0,False,False,False,False,False,True,False,False,True,False,False,True,False
0.0,0.976190476190476,0.2068965517241379,0,1,2,66.8,True,False,False,False,False,False,True,False,True,True,False,False,False
0.0,0.2244897959183671,0.7586206896551725,0,1,1,39.3,False,True,False,False,False,False,False,True,True,False,False,False,False
0.2857142857142856,0.7074829931972788,0.103448275862069,1,1,2,51.0,True,False,False,False,False,False,False,True,True,False,False,False,True
0.4285714285714284,0.8707482993197277,0.5517241379310344,0,0,2,76.8,False,True,False,False,False,False,True,False,True,False,True,False,False
0.5714285714285716,0.0850340136054421,0.3620689655172414,1,2,0,67.5,False,True,False,False,False,False,False,True,False,True,False,False,False
0.1428571428571428,0.9336734693877548,0.724137931034483,1,0,1,74.0,False,True,False,True,False,False,False,False,False,False,False,False,True
0.4285714285714284,0.7244897959183672,0.0,1,2,1,70.6,False,True,False,True,False,False,False,False,True,False,False,True,False
0.2857142857142856,0.1904761904761903,0.2758620689655173,0,2,1,45.6,False,True,False,False,True,False,False,False,True,False,True,False,False
0.0,0.1581632653061223,0.9482758620689654,2,0,0,50.0,False,False,False,False,True,False,False,False,False,False,False,True,False
0.1428571428571428,0.9625850340136052,0.7758620689655172,1,1,1,57.2,True,False,False,True,False,False,False,False,False,True,False,False,False
1.0,1.0,0.3275862068965517,1,1,1,69.2,False,True,False,False,False,True,False,False,True,False,False,True,False
0.4285714285714284,0.0068027210884352,0.8448275862068965,0,2,0,81.3,True,False,False,False,False,False,True,False,False,False,False,False,False
0.2857142857142856,0.6122448979591835,0.0,2,1,2,79.5,False,False,False,False,False,False,False,False,True,False,False,True,False
0.2857142857142856,0.9013605442176869,0.1896551724137931,0,2,1,64.1,False,False,True,False,False,False,False,False,True,False,False,True,False
0.2857142857142856,0.9353741496598638,0.9655172413793102,2,1,0,79.8,False,False,False,False,False,True,False,False,True,False,False,False,True
0.7142857142857144,0.0068027210884352,0.689655172413793,2,0,2,41.5,True,False,False,False,False,False,True,False,True,True,False,False,False
0.2857142857142856,0.9081632653061222,0.2413793103448276,2,1,2,54.3,True,False,False,False,False,False,True,False,True,False,False,False,False
1.0,0.139455782312925,0.4310344827586206,2,0,0,58.9,False,False,False,False,True,False,False,False,True,False,False,False,True
0.4285714285714284,0.5867346938775508,0.3793103448275862,1,1,2,29.3,False,False,False,False,False,False,True,False,True,False,False,True,False
0.4285714285714284,0.4710884353741496,0.3793103448275862,1,1,0,70.9,True,False,False,False,False,False,False,False,False,False,True,False,False
0.0,0.1020408163265305,0.3103448275862069,0,2,0,30.3,False,True,False,False,True,False,False,False,True,False,False,True,False
0.2857142857142856,0.8112244897959182,0.2241379310344828,0,1,1,61.4,True,False,True,False,False,False,False,False,False,False,False,False,True
1.0,0.899659863945578,0.1896551724137931,2,2,0,91.3,True,False,False,False,False,True,False,False,True,False,False,False,True
0.1428571428571428,0.5680272108843536,0.8620689655172412,1,1,0,66.7,False,False,False,False,False,True,False,False,True,False,False,False,False
0.0,0.7840136054421767,0.8448275862068965,1,2,0,85.4,True,False,False,True,False,False,False,False,True,False,False,False,False
0.2857142857142856,0.8044217687074828,0.793103448275862,2,2,1,78.1,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,0.8129251700680271,0.9827586206896554,1,2,1,62.2,False,True,False,False,True,False,False,False,True,False,False,True,False
0.4285714285714284,0.6632653061224487,0.9310344827586208,2,1,1,83.1,False,True,True,False,False,False,False,False,True,False,False,True,False
0.1428571428571428,0.1428571428571428,0.3275862068965517,2,0,2,52.3,False,True,False,False,False,True,False,False,True,False,False,True,False
0.8571428571428572,0.2772108843537414,0.1379310344827587,0,2,1,67.3,False,False,False,False,False,True,False,False,False,False,False,True,False
0.1428571428571428,0.8945578231292515,0.9655172413793102,1,0,2,90.5,False,False,False,True,False,False,False,False,True,False,False,False,False
0.4285714285714284,0.6921768707482991,0.5344827586206896,1,1,1,58.9,False,True,False,True,False,False,False,False,False,True,False,False,False
0.5714285714285716,0.7210884353741496,0.724137931034483,2,2,1,75.5,False,True,False,False,True,False,False,False,True,True,False,False,False
0.7142857142857144,0.5612244897959182,0.4482758620689656,0,1,1,70.9,False,True,False,False,False,False,True,False,False,False,False,False,True
0.4285714285714284,0.5986394557823127,0.8620689655172412,2,2,0,87.8,False,False,False,True,False,False,False,False,False,False,False,False,False
0.8571428571428572,0.4897959183673468,0.6034482758620688,2,2,1,98.5,False,True,False,True,False,False,False,False,True,False,False,False,False
0.4285714285714284,0.4370748299319726,0.0689655172413793,1,1,1,55.2,False,False,True,False,False,False,False,False,True,True,False,False,False
0.1428571428571428,0.0306122448979591,0.3620689655172414,2,2,2,67.0,True,False,False,True,False,False,False,False,True,False,False,False,False
0.1428571428571428,0.0544217687074828,0.2931034482758621,0,1,1,41.8,True,False,False,False,False,False,True,False,False,False,False,False,True
0.8571428571428572,0.5714285714285714,0.6034482758620688,0,2,2,72.4,False,True,False,False,False,False,True,False,True,False,False,False,False
1.0,0.9506802721088434,0.5517241379310344,1,2,1,78.7,True,False,True,False,False,False,False,False,True,False,False,False,True
0.4285714285714284,0.6343537414965985,0.5689655172413793,2,0,1,75.0,False,True,False,False,False,False,False,True,True,False,False,False,False
1.0,0.6275510204081631,0.6379310344827586,2,0,0,69.3,False,False,False,False,False,False,True,False,True,True,False,False,False
0.0,0.226190476190476,0.9827586206896554,2,0,1,60.6,False,False,False,False,False,False,False,False,True,False,False,False,True
0.8571428571428572,0.8027210884353739,0.086206896551724,2,0,1,78.5,True,False,False,False,False,False,True,False,True,False,False,True,False
0.2857142857142856,0.4183673469387754,0.7413793103448277,1,1,1,52.3,False,True,False,True,False,False,False,False,True,True,False,False,False
1.0,0.607142857142857,1.0,1,0,1,74.5,True,False,False,False,False,False,False,True,True,True,False,False,False
0.2857142857142856,0.5799319727891155,0.4655172413793104,2,1,2,49.1,True,False,False,False,False,False,False,True,True,False,False,False,True
0.5714285714285716,0.4370748299319726,0.6034482758620688,1,0,0,71.3,True,False,False,False,False,False,True,False,True,False,False,False,False
0.0,0.3078231292517006,0.6034482758620688,0,0,0,43.7,False,False,True,False,False,False,False,False,False,False,False,False,False
0.5714285714285716,0.8061224489795917,0.6551724137931035,0,0,0,65.6,True,False,False,False,False,True,False,False,True,False,True,False,False
0.0,0.7534013605442176,0.1896551724137931,2,1,1,78.2,True,False,False,True,False,False,False,False,True,False,False,False,True
0.4285714285714284,0.7976190476190474,0.3448275862068964,2,2,1,95.7,False,True,False,False,False,False,False,True,True,False,False,False,True
0.7142857142857144,0.5493197278911564,0.4310344827586206,0,1,0,58.0,False,True,True,False,False,False,False,False,False,True,False,False,False
0.1428571428571428,0.6921768707482991,0.1724137931034483,1,0,2,53.8,True,False,False,True,False,False,False,False,True,False,False,True,False
0.8571428571428572,0.0289115646258502,0.2931034482758621,2,1,2,66.0,False,True,False,False,False,False,False,True,True,False,False,False,False
0.8571428571428572,0.7874149659863945,0.913793103448276,1,0,0,65.1,True,False,False,True,False,False,False,False,True,False,False,False,False
0.8571428571428572,0.8707482993197277,0.4482758620689656,0,1,1,48.7,False,False,False,True,False,False,False,False,True,False,False,True,False
0.1428571428571428,0.5799319727891155,0.103448275862069,1,2,1,74.5,False,True,False,True,False,False,False,False,True,False,False,False,False
0.1428571428571428,0.2499999999999999,0.8620689655172412,0,0,1,37.8,True,False,False,False,False,False,True,False,True,False,True,False,False
0.8571428571428572,0.181972789115646,0.793103448275862,0,2,1,64.6,False,True,True,False,False,False,False,False,True,False,False,False,True
0.4285714285714284,0.6003401360544218,0.8448275862068965,0,0,2,58.4,False,True,False,False,False,False,False,True,True,False,False,False,False
0.8571428571428572,0.9778911564625848,0.724137931034483,2,2,2,99.5,False,False,False,True,False,False,False,False,True,True,False,False,False
0.0,0.4608843537414966,0.7758620689655172,0,1,1,63.7,False,True,False,True,False,False,False,False,True,False,True,False,False
1.0,0.2142857142857142,0.6034482758620688,2,0,0,62.6,False,False,False,False,False,False,True,False,True,False,False,False,True
0.7142857142857144,0.129251700680272,0.793103448275862,1,0,2,43.3,False,True,False,False,False,False,False,False,True,False,False,False,True
0.8571428571428572,0.5561224489795917,0.6379310344827586,2,1,1,75.9,True,False,False,False,True,False,False,False,True,False,False,True,False
0.1428571428571428,0.8724489795918366,0.1724137931034483,1,0,0,46.3,False,False,False,False,False,False,False,True,True,True,False,False,False
1.0,0.3010204081632651,0.7758620689655172,1,2,0,50.3,True,False,False,False,False,False,True,False,True,False,False,False,True
0.1428571428571428,0.3520408163265305,0.5000000000000001,0,2,0,50.0,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.4336734693877548,0.8275862068965517,2,2,0,78.7,False,True,False,False,True,False,False,False,True,False,False,False,False
1.0,0.3010204081632651,0.7413793103448277,2,1,2,57.5,True,False,False,False,True,False,False,False,True,True,False,False,False
1.0,0.5697278911564623,0.3965517241379311,0,2,0,77.3,False,True,False,True,False,False,False,False,True,False,False,False,False
0.5714285714285716,0.7874149659863945,0.7068965517241378,2,0,1,63.2,False,False,False,False,False,False,True,False,True,True,False,False,False
0.5714285714285716,0.0,0.5000000000000001,2,2,0,56.3,False,True,True,False,False,False,False,False,True,False,False,False,True
0.0,0.2448979591836734,0.103448275862069,0,2,2,37.6,False,True,False,False,False,False,False,True,True,False,False,False,False
0.0,0.4914965986394557,0.1379310344827587,1,1,1,76.9,False,True,True,False,False,False,False,False,True,False,False,False,True
0.4285714285714284,0.042517006802721,0.9827586206896554,0,0,2,33.1,True,False,False,False,False,False,False,True,True,False,False,True,False
0.4285714285714284,0.8129251700680271,0.7413793103448277,1,0,0,70.3,False,True,False,False,True,False,False,False,True,True,False,False,False
0.5714285714285716,0.66156462585034,0.6551724137931035,0,2,0,75.8,False,False,False,False,False,False,False,False,True,False,False,False,False
0.7142857142857144,0.4744897959183671,0.6724137931034483,2,1,1,35.3,False,True,False,False,False,False,False,True,True,False,False,True,False
0.5714285714285716,0.0816326530612243,0.9482758620689654,1,1,2,58.8,False,True,False,False,False,True,False,False,True,False,False,False,True
0.1428571428571428,0.9710884353741496,0.3275862068965517,2,0,2,84.4,False,True,False,False,False,False,False,True,True,False,False,False,True
0.0,1.0,0.1724137931034483,1,2,1,66.3,False,False,False,False,False,False,True,False,True,False,False,False,True
0.0,0.6343537414965985,0.1896551724137931,1,0,2,53.0,False,False,True,False,False,False,False,False,False,False,True,False,False
0.7142857142857144,0.3605442176870745,0.0,0,2,1,56.5,False,True,False,False,False,False,False,True,True,False,True,False,False
1.0,0.4302721088435375,0.3793103448275862,0,1,1,61.7,False,False,False,False,False,False,False,True,True,False,False,True,False
0.0,0.8520408163265305,0.3448275862068964,0,1,0,46.8,False,True,False,False,True,False,False,False,True,False,False,False,True
0.8571428571428572,0.6819727891156462,1.0,2,1,0,91.9,True,False,False,False,False,False,False,True,True,False,True,False,False
1.0,0.8129251700680271,0.1379310344827587,2,1,2,77.9,False,True,False,False,False,True,False,False,False,False,False,False,True
0.1428571428571428,0.3333333333333332,0.0172413793103449,1,0,0,60.7,False,True,True,False,False,False,False,False,True,False,True,False,False
0.8571428571428572,0.6037414965986392,0.0172413793103449,2,0,0,77.6,False,False,False,False,True,False,False,False,True,False,False,False,False
0.1428571428571428,0.6972789115646256,0.3275862068965517,2,0,1,62.3,True,False,False,False,False,False,True,False,True,False,False,False,True
0.1428571428571428,0.6003401360544218,0.793103448275862,2,2,1,70.8,False,False,True,False,False,False,False,False,True,False,False,False,True
0.2857142857142856,0.5697278911564623,0.913793103448276,1,0,0,71.5,False,False,False,False,False,False,False,True,True,True,False,False,False
0.2857142857142856,0.6445578231292515,0.913793103448276,1,2,1,63.8,False,False,False,False,False,True,False,False,True,False,False,False,True
0.5714285714285716,0.6598639455782311,0.0,1,2,1,74.5,False,True,False,False,False,True,False,False,True,False,True,False,False
0.4285714285714284,0.1020408163265305,0.0,1,1,2,39.3,False,False,True,False,False,False,False,False,True,False,False,False,True
0.5714285714285716,0.302721088435374,0.3965517241379311,2,2,1,71.7,False,False,True,False,False,False,False,False,True,False,True,False,False
0.2857142857142856,0.1428571428571428,0.9482758620689654,1,0,1,46.4,False,False,False,False,True,False,False,False,True,False,False,True,False
0.7142857142857144,0.9574829931972788,0.2068965517241379,2,1,1,87.7,False,True,True,False,False,False,False,False,True,False,False,False,False
0.5714285714285716,0.8180272108843536,0.7758620689655172,0,0,0,54.0,False,False,False,True,False,False,False,False,True,False,False,False,True
0.8571428571428572,0.9319727891156462,0.689655172413793,1,2,0,78.0,False,True,False,False,True,False,False,False,True,True,False,False,False
0.4285714285714284,0.3656462585034012,0.0,1,0,0,45.0,False,False,False,False,False,False,True,False,False,False,True,False,False
0.2857142857142856,0.6547619047619044,0.4310344827586206,0,2,2,68.4,True,False,False,False,False,False,True,False,True,False,False,False,False
0.7142857142857144,0.9302721088435372,0.5862068965517241,1,1,1,64.8,False,False,True,False,False,False,False,False,True,False,False,True,False
1.0,0.2976190476190475,0.9655172413793102,1,2,2,73.1,False,False,False,False,False,False,False,True,True,False,False,True,False
0.1428571428571428,0.1700680272108843,0.913793103448276,0,2,2,61.3,True,False,False,False,True,False,False,False,True,False,True,False,False
0.8571428571428572,0.8707482993197277,0.0344827586206897,0,1,1,65.2,True,False,False,False,False,True,False,False,True,False,False,False,True
0.8571428571428572,0.0969387755102039,0.3275862068965517,2,0,0,64.5,False,False,False,True,False,False,False,False,True,False,True,False,False
0.8571428571428572,0.238095238095238,0.3965517241379311,2,1,0,58.0,False,True,True,False,False,False,False,False,True,False,False,True,False
0.7142857142857144,0.7125850340136053,0.3793103448275862,2,0,1,54.1,False,True,False,False,False,False,False,True,True,False,False,True,False
0.4285714285714284,0.3639455782312923,0.2758620689655173,0,0,1,71.1,True,False,False,False,False,True,False,False,True,False,False,False,False
1.0,0.1207482993197278,0.4137931034482759,1,2,1,53.6,False,True,False,False,False,True,False,False,True,False,False,False,False
0.7142857142857144,0.792517006802721,0.6551724137931035,2,0,1,71.8,True,False,True,False,False,False,False,False,True,False,False,True,False
1.0,0.5170068027210883,0.3620689655172414,0,1,0,42.0,True,False,False,False,False,True,False,False,True,False,False,False,False
0.1428571428571428,0.5884353741496597,0.4310344827586206,1,0,2,60.0,False,True,False,False,False,False,False,True,True,False,False,False,False
0.1428571428571428,0.4557823129251701,0.810344827586207,1,2,0,44.4,True,False,False,False,False,False,False,True,True,False,False,True,False
0.5714285714285716,0.0,0.0,0,0,2,54.9,False,True,False,True,False,False,False,False,True,False,False,False,False
0.5714285714285716,0.9489795918367344,0.2758620689655173,0,0,1,46.9,True,False,True,False,False,False,False,False,False,False,False,True,False
0.1428571428571428,0.86734693877551,0.3620689655172414,1,0,1,79.6,False,False,False,True,False,False,False,False,True,False,False,False,False
0.1428571428571428,0.1343537414965985,0.103448275862069,2,0,2,51.3,False,True,False,False,False,False,False,False,True,False,False,False,True
0.4285714285714284,0.1173469387755101,0.0,1,1,0,55.8,True,False,False,False,True,False,False,False,True,False,False,False,False
0.0,0.4217687074829932,0.5517241379310344,0,0,1,75.8,False,True,False,False,False,False,True,False,True,False,True,False,False
0.5714285714285716,0.9591836734693876,0.9482758620689654,0,0,0,72.8,True,False,False,False,False,False,True,False,True,False,False,True,False
0.5714285714285716,0.3962585034013604,0.9482758620689654,2,1,1,56.2,True,False,True,False,False,False,False,False,True,False,False,True,False
1.0,0.5595238095238093,0.3965517241379311,0,1,2,41.0,True,False,False,False,False,False,False,True,True,False,False,True,False
0.5714285714285716,0.6479591836734693,0.689655172413793,1,0,1,80.5,True,False,True,False,False,False,False,False,True,True,False,False,False
0.5714285714285716,0.0935374149659863,0.3620689655172414,0,2,2,40.8,True,False,False,False,False,False,False,False,True,False,False,True,False
1.0,0.86734693877551,0.0689655172413793,0,0,1,64.2,False,True,False,False,False,False,True,False,True,False,False,True,False
0.2857142857142856,0.685374149659864,0.5689655172413793,1,0,1,70.2,False,False,False,False,False,True,False,False,True,True,False,False,False
0.1428571428571428,0.8537414965986392,0.4827586206896553,1,0,2,70.6,True,False,False,False,True,False,False,False,True,True,False,False,False
0.7142857142857144,0.86734693877551,0.4482758620689656,0,1,0,74.7,True,False,False,False,False,False,False,False,True,False,False,False,False
0.4285714285714284,0.2721088435374149,0.2758620689655173,1,2,2,58.1,True,False,False,False,False,False,True,False,True,True,False,False,False
0.2857142857142856,0.5136054421768705,0.0172413793103449,1,1,0,48.2,True,False,False,True,False,False,False,False,True,False,True,False,False
1.0,0.5578231292517006,0.0,1,0,1,56.5,False,False,False,False,False,False,False,False,True,False,False,False,False
0.2857142857142856,0.5051020408163263,0.086206896551724,0,2,1,57.7,False,True,False,False,False,False,False,True,True,False,False,False,True
0.1428571428571428,0.6887755102040813,0.2413793103448276,0,1,0,51.5,False,True,True,False,False,False,False,False,True,False,True,False,False
0.2857142857142856,0.532312925170068,0.103448275862069,1,2,1,76.1,False,False,False,False,False,True,False,False,True,False,False,False,False
0.1428571428571428,0.0391156462585032,0.879310344827586,2,1,1,63.2,True,False,False,False,False,False,False,True,True,False,False,True,False
0.1428571428571428,0.1785714285714285,0.8620689655172412,1,1,1,51.4,False,True,True,False,False,False,False,False,True,False,False,False,True
0.1428571428571428,1.0,0.8620689655172412,0,2,2,89.6,True,False,False,False,False,False,False,True,True,False,True,False,False
